run_a,run_b,method_a,method_b,ari,nmi
gmm_s3,gmm_s13,GaussianMixture,GaussianMixture,0.4437109397306322,0.6124444880821689
gmm_s3,spectral_s13,GaussianMixture,Spectral,0.73257990174245,0.7510380951792491
gmm_s3,kmeans_s14,GaussianMixture,KMeans,0.6683273338631517,0.7593604763655019
gmm_s3,gmm_s14,GaussianMixture,GaussianMixture,0.6416885776651937,0.7359106095982665
gmm_s3,spectral_s14,GaussianMixture,Spectral,0.73257990174245,0.7510380951792491
gmm_s3,kmeans_s15,GaussianMixture,KMeans,0.6732336723705011,0.749728226237967
gmm_s3,gmm_s15,GaussianMixture,GaussianMixture,0.6606594589083913,0.7315186668562834
gmm_s3,kmeans_s16,GaussianMixture,KMeans,0.6410841608223333,0.7879416939990623
gmm_s3,gmm_s16,GaussianMixture,GaussianMixture,0.6416139807777912,0.7880873556380517
gmm_s3,kmeans_s17,GaussianMixture,KMeans,0.6837070243631546,0.742276342052173
gmm_s3,gmm_s17,GaussianMixture,GaussianMixture,0.6716167804116965,0.724322554406577
gmm_s3,kmeans_s18,GaussianMixture,KMeans,0.6711327804524733,0.8016671907189624
gmm_s3,gmm_s18,GaussianMixture,GaussianMixture,0.6711327804524733,0.8016671907189624
gmm_s3,kmeans_s19,GaussianMixture,KMeans,0.7602556364965837,0.8116570224776818
gmm_s3,gmm_s19,GaussianMixture,GaussianMixture,0.747691123418103,0.7933084365291746
gmm_s3,kmeans_s20,GaussianMixture,KMeans,0.4661886264953505,0.6079238719630444
gmm_s3,gmm_s20,GaussianMixture,GaussianMixture,0.45348871437407956,0.5878832401776429
gmm_s3,kmeans_s21,GaussianMixture,KMeans,0.70857069491221,0.8095140704642992
gmm_s3,gmm_s21,GaussianMixture,GaussianMixture,0.6668397919090286,0.7664014126195605
gmm_s3,kmeans_s22,GaussianMixture,KMeans,0.5381204573684872,0.6794818208132359
gmm_s3,gmm_s22,GaussianMixture,GaussianMixture,0.5264595116891857,0.6586880878360439
gmm_s3,kmeans_s23,GaussianMixture,KMeans,0.8977629404640998,0.8924435842898475
gmm_s3,gmm_s23,GaussianMixture,GaussianMixture,0.8829496269734354,0.8732335923073471
gmm_s3,kmeans_s24,GaussianMixture,KMeans,0.4582034864002673,0.5939018033863249
gmm_s3,gmm_s24,GaussianMixture,GaussianMixture,0.44335881550371464,0.5848814942399523
gmm_s3,kmeans_s25,GaussianMixture,KMeans,0.7700620322746363,0.8811490886354775
gmm_s3,gmm_s25,GaussianMixture,GaussianMixture,0.7700620322746363,0.8811490886354775
gmm_s3,kmeans_s26,GaussianMixture,KMeans,0.761639285838241,0.8134579791511805
gmm_s3,gmm_s26,GaussianMixture,GaussianMixture,0.761639285838241,0.8134579791511805
gmm_s3,kmeans_s27,GaussianMixture,KMeans,0.8740008404270587,0.8831349065654289
gmm_s3,gmm_s27,GaussianMixture,GaussianMixture,0.859566480324974,0.8640253814607031
gmm_s3,kmeans_s28,GaussianMixture,KMeans,0.6976572092867939,0.7724956723653528
gmm_s3,gmm_s28,GaussianMixture,GaussianMixture,0.6866527412305455,0.7659188182576347
gmm_s3,kmeans_s29,GaussianMixture,KMeans,0.6253963150339571,0.755235549438845
gmm_s3,gmm_s29,GaussianMixture,GaussianMixture,0.609650866762498,0.7341007786150632
gmm_s3,agglomerative_average,GaussianMixture,Agglomerative,0.5542552361087503,0.687258106540148
spectral_s3,kmeans_s4,Spectral,KMeans,0.73257990174245,0.7510380951792491
spectral_s3,gmm_s4,Spectral,GaussianMixture,0.73257990174245,0.7510380951792491
spectral_s3,spectral_s4,Spectral,Spectral,1.0,1.0000000000000002
spectral_s3,kmeans_s5,Spectral,KMeans,0.5388333993348792,0.6791333855922562
spectral_s3,gmm_s5,Spectral,GaussianMixture,0.5258617878945742,0.6605100536478808
spectral_s3,spectral_s5,Spectral,Spectral,1.0,1.0
spectral_s3,kmeans_s6,Spectral,KMeans,0.7578329039386579,0.8114763572629324
spectral_s3,gmm_s6,Spectral,GaussianMixture,0.7516083251375776,0.7963532908118351
spectral_s3,spectral_s6,Spectral,Spectral,1.0,1.0
spectral_s3,kmeans_s7,Spectral,KMeans,0.6176376239089495,0.7167266777682175
spectral_s3,gmm_s7,Spectral,GaussianMixture,0.5845454425410623,0.6877836435592974
spectral_s3,spectral_s7,Spectral,Spectral,1.0,1.0
spectral_s3,kmeans_s8,Spectral,KMeans,0.7227083280302681,0.7809914642103911
spectral_s3,gmm_s8,Spectral,GaussianMixture,0.6835626553045318,0.7512846464920433
spectral_s3,spectral_s8,Spectral,Spectral,1.0,1.0
spectral_s3,kmeans_s9,Spectral,KMeans,0.5641128121471003,0.6982687550028794
spectral_s3,gmm_s9,Spectral,GaussianMixture,0.5454827927321779,0.6762099049411494
spectral_s3,spectral_s9,Spectral,Spectral,1.0,1.0000000000000002
spectral_s3,kmeans_s10,Spectral,KMeans,0.5936622074444006,0.6955483005951112
spectral_s3,gmm_s10,Spectral,GaussianMixture,0.5936622074444006,0.6955483005951112
spectral_s3,spectral_s10,Spectral,Spectral,1.0,1.0
spectral_s3,kmeans_s11,Spectral,KMeans,0.6014798863154293,0.745524006795951
spectral_s3,gmm_s11,Spectral,GaussianMixture,0.582175339525302,0.724255676311856
spectral_s3,spectral_s11,Spectral,Spectral,1.0,1.0
spectral_s3,kmeans_s12,Spectral,KMeans,0.7647609884862608,0.8196140469672745
spectral_s3,gmm_s12,Spectral,GaussianMixture,0.7481864264116511,0.8005157628710351
spectral_s3,spectral_s12,Spectral,Spectral,1.0,1.0
spectral_s3,kmeans_s13,Spectral,KMeans,0.5252553625268441,0.6795937314561865
spectral_s3,gmm_s13,Spectral,GaussianMixture,0.5120197679869625,0.6614862147161323
spectral_s3,spectral_s13,Spectral,Spectral,1.0,1.0
spectral_s3,kmeans_s14,Spectral,KMeans,0.7357683226730813,0.7890468507850287
spectral_s3,gmm_s14,Spectral,GaussianMixture,0.7007409035857458,0.7611704162355986
spectral_s3,spectral_s14,Spectral,Spectral,1.0,1.0
spectral_s3,kmeans_s15,Spectral,KMeans,0.7647609884862608,0.8196140469672744
spectral_s3,gmm_s15,Spectral,GaussianMixture,0.7481864264116511,0.8005157628710351
spectral_s3,kmeans_s16,Spectral,KMeans,0.5168349281963802,0.6686998938531861
spectral_s3,gmm_s16,Spectral,GaussianMixture,0.5174106779775012,0.6688219155824018
spectral_s3,kmeans_s17,Spectral,KMeans,0.751551841814456,0.8025497640656681
spectral_s3,gmm_s17,Spectral,GaussianMixture,0.7354928862567481,0.7836929209861851
spectral_s3,kmeans_s18,Spectral,KMeans,0.5013202150881302,0.6420502254990403
spectral_s3,gmm_s18,Spectral,GaussianMixture,0.5013202150881302,0.6420502254990403
spectral_s3,kmeans_s19,Spectral,KMeans,0.7529242314783376,0.8253851216997363
spectral_s3,gmm_s19,Spectral,GaussianMixture,0.7365173835644486,0.8061099470298358
spectral_s3,kmeans_s20,Spectral,KMeans,0.42449348064109804,0.5674636671699843
spectral_s3,gmm_s20,Spectral,GaussianMixture,0.40835235194553354,0.5464210020400609
spectral_s3,kmeans_s21,Spectral,KMeans,0.652001995618393,0.7153350298357352
spectral_s3,gmm_s21,Spectral,GaussianMixture,0.6103764973744101,0.6837210496759729
spectral_s3,kmeans_s22,Spectral,KMeans,0.4970670472456217,0.6193662897101323
spectral_s3,gmm_s22,Spectral,GaussianMixture,0.4822508226141104,0.5975202399006629
spectral_s3,kmeans_s23,Spectral,KMeans,0.8271513426661925,0.8342962006987136
spectral_s3,gmm_s23,Spectral,GaussianMixture,0.8087612814594212,0.814083934165544
spectral_s3,kmeans_s24,Spectral,KMeans,0.544781788387716,0.7014930519706463
spectral_s3,gmm_s24,Spectral,GaussianMixture,0.5241205163018039,0.678877180596441
spectral_s3,kmeans_s25,Spectral,KMeans,0.5992576376588205,0.7226408897987693
spectral_s3,gmm_s25,Spectral,GaussianMixture,0.5992576376588205,0.7226408897987693
spectral_s3,kmeans_s26,Spectral,KMeans,0.6847331026720256,0.7518165478748713
spectral_s3,gmm_s26,Spectral,GaussianMixture,0.6847331026720256,0.7518165478748713
spectral_s3,kmeans_s27,Spectral,KMeans,0.7605320950901225,0.7770316597788894
spectral_s3,gmm_s27,Spectral,GaussianMixture,0.7425886035719557,0.7568756696411185
spectral_s3,kmeans_s28,Spectral,KMeans,0.6603125135836954,0.7663286874304298
spectral_s3,gmm_s28,Spectral,GaussianMixture,0.6428351883861894,0.7468228487035159
spectral_s3,kmeans_s29,Spectral,KMeans,0.5302080402124605,0.6617092487449023
spectral_s3,gmm_s29,Spectral,GaussianMixture,0.5115349607117204,0.6394504516129581
spectral_s3,agglomerative_average,Spectral,Agglomerative,0.5123858865812013,0.6275170942549997
kmeans_s4,gmm_s4,KMeans,GaussianMixture,1.0,1.0
kmeans_s4,spectral_s4,KMeans,Spectral,0.73257990174245,0.7510380951792492
kmeans_s4,kmeans_s5,KMeans,KMeans,0.46630689809397885,0.6164733381079357
kmeans_s4,gmm_s5,KMeans,GaussianMixture,0.4594533725706067,0.6112381140330894
kmeans_s4,spectral_s5,KMeans,Spectral,0.73257990174245,0.7510380951792491
kmeans_s4,kmeans_s6,KMeans,KMeans,0.7087004499267479,0.7658681424353041
kmeans_s4,gmm_s6,KMeans,GaussianMixture,0.6768098429229336,0.7512515110516387
kmeans_s4,spectral_s6,KMeans,Spectral,0.73257990174245,0.7510380951792491
kmeans_s4,kmeans_s7,KMeans,KMeans,0.6312389314970842,0.7176289479399636
kmeans_s4,gmm_s7,KMeans,GaussianMixture,0.6031257813079541,0.6910461331438301
kmeans_s4,spectral_s7,KMeans,Spectral,0.73257990174245,0.7510380951792491
kmeans_s4,kmeans_s8,KMeans,KMeans,0.6573780298916463,0.7420918667758748
kmeans_s4,gmm_s8,KMeans,GaussianMixture,0.6295598730751457,0.7285571939378064
kmeans_s4,spectral_s8,KMeans,Spectral,0.73257990174245,0.7510380951792491
kmeans_s4,kmeans_s9,KMeans,KMeans,0.5987643388669621,0.7211034015162247
kmeans_s4,gmm_s9,KMeans,GaussianMixture,0.5833449705155866,0.7000418777779537
kmeans_s4,spectral_s9,KMeans,Spectral,0.73257990174245,0.7510380951792492
kmeans_s4,kmeans_s10,KMeans,KMeans,0.6458799304298893,0.7446980415366721
kmeans_s4,gmm_s10,KMeans,GaussianMixture,0.6458799304298893,0.7446980415366721
kmeans_s4,spectral_s10,KMeans,Spectral,0.73257990174245,0.7510380951792491
kmeans_s4,kmeans_s11,KMeans,KMeans,0.5216531081115493,0.6606646808452635
kmeans_s4,gmm_s11,KMeans,GaussianMixture,0.5061610260481971,0.6401979809421469
kmeans_s4,spectral_s11,KMeans,Spectral,0.73257990174245,0.7510380951792491
kmeans_s4,kmeans_s12,KMeans,KMeans,0.6732336723705011,0.7497282262379671
kmeans_s4,gmm_s12,KMeans,GaussianMixture,0.6606594589083913,0.7315186668562832
kmeans_s4,spectral_s12,KMeans,Spectral,0.73257990174245,0.7510380951792491
kmeans_s4,kmeans_s13,KMeans,KMeans,0.45062447717832516,0.6174540030644614
kmeans_s4,gmm_s13,KMeans,GaussianMixture,0.4437109397306322,0.6124444880821689
kmeans_s4,spectral_s13,KMeans,Spectral,0.73257990174245,0.7510380951792491
kmeans_s4,kmeans_s14,KMeans,KMeans,0.6683273338631517,0.7593604763655019
kmeans_s4,gmm_s14,KMeans,GaussianMixture,0.6416885776651937,0.7359106095982666
kmeans_s4,spectral_s14,KMeans,Spectral,0.73257990174245,0.7510380951792491
kmeans_s4,kmeans_s15,KMeans,KMeans,0.6732336723705011,0.749728226237967
kmeans_s4,gmm_s15,KMeans,GaussianMixture,0.6606594589083913,0.7315186668562834
kmeans_s4,kmeans_s16,KMeans,KMeans,0.6410841608223333,0.7879416939990623
kmeans_s4,gmm_s16,KMeans,GaussianMixture,0.6416139807777912,0.7880873556380517
kmeans_s4,kmeans_s17,KMeans,KMeans,0.6837070243631546,0.742276342052173
kmeans_s4,gmm_s17,KMeans,GaussianMixture,0.6716167804116965,0.724322554406577
kmeans_s4,kmeans_s18,KMeans,KMeans,0.6711327804524733,0.8016671907189624
kmeans_s4,gmm_s18,KMeans,GaussianMixture,0.6711327804524733,0.8016671907189624
kmeans_s4,kmeans_s19,KMeans,KMeans,0.7602556364965837,0.8116570224776818
kmeans_s4,gmm_s19,KMeans,GaussianMixture,0.747691123418103,0.7933084365291746
kmeans_s4,kmeans_s20,KMeans,KMeans,0.4661886264953505,0.6079238719630444
kmeans_s4,gmm_s20,KMeans,GaussianMixture,0.45348871437407956,0.5878832401776429
kmeans_s4,kmeans_s21,KMeans,KMeans,0.70857069491221,0.8095140704642992
kmeans_s4,gmm_s21,KMeans,GaussianMixture,0.6668397919090286,0.7664014126195605
kmeans_s4,kmeans_s22,KMeans,KMeans,0.5381204573684872,0.6794818208132359
kmeans_s4,gmm_s22,KMeans,GaussianMixture,0.5264595116891857,0.6586880878360439
kmeans_s4,kmeans_s23,KMeans,KMeans,0.8977629404640998,0.8924435842898475
kmeans_s4,gmm_s23,KMeans,GaussianMixture,0.8829496269734354,0.8732335923073471
kmeans_s4,kmeans_s24,KMeans,KMeans,0.4582034864002673,0.5939018033863249
kmeans_s4,gmm_s24,KMeans,GaussianMixture,0.44335881550371464,0.5848814942399523
kmeans_s4,kmeans_s25,KMeans,KMeans,0.7700620322746363,0.8811490886354775
kmeans_s4,gmm_s25,KMeans,GaussianMixture,0.7700620322746363,0.8811490886354775
kmeans_s4,kmeans_s26,KMeans,KMeans,0.761639285838241,0.8134579791511805
kmeans_s4,gmm_s26,KMeans,GaussianMixture,0.761639285838241,0.8134579791511805
kmeans_s4,kmeans_s27,KMeans,KMeans,0.8740008404270587,0.8831349065654289
kmeans_s4,gmm_s27,KMeans,GaussianMixture,0.859566480324974,0.8640253814607031
kmeans_s4,kmeans_s28,KMeans,KMeans,0.6976572092867939,0.7724956723653528
kmeans_s4,gmm_s28,KMeans,GaussianMixture,0.6866527412305455,0.7659188182576347
kmeans_s4,kmeans_s29,KMeans,KMeans,0.6253963150339571,0.755235549438845
kmeans_s4,gmm_s29,KMeans,GaussianMixture,0.609650866762498,0.7341007786150632
kmeans_s4,agglomerative_average,KMeans,Agglomerative,0.5542552361087503,0.687258106540148
gmm_s4,spectral_s4,GaussianMixture,Spectral,0.73257990174245,0.7510380951792492
gmm_s4,kmeans_s5,GaussianMixture,KMeans,0.46630689809397885,0.6164733381079357
gmm_s4,gmm_s5,GaussianMixture,GaussianMixture,0.4594533725706067,0.6112381140330894
gmm_s4,spectral_s5,GaussianMixture,Spectral,0.73257990174245,0.7510380951792491
gmm_s4,kmeans_s6,GaussianMixture,KMeans,0.7087004499267479,0.7658681424353041
gmm_s4,gmm_s6,GaussianMixture,GaussianMixture,0.6768098429229336,0.7512515110516387
gmm_s4,spectral_s6,GaussianMixture,Spectral,0.73257990174245,0.7510380951792491
gmm_s4,kmeans_s7,GaussianMixture,KMeans,0.6312389314970842,0.7176289479399636
gmm_s4,gmm_s7,GaussianMixture,GaussianMixture,0.6031257813079541,0.6910461331438301
gmm_s4,spectral_s7,GaussianMixture,Spectral,0.73257990174245,0.7510380951792491
gmm_s4,kmeans_s8,GaussianMixture,KMeans,0.6573780298916463,0.7420918667758748
gmm_s4,gmm_s8,GaussianMixture,GaussianMixture,0.6295598730751457,0.7285571939378064
gmm_s4,spectral_s8,GaussianMixture,Spectral,0.73257990174245,0.7510380951792491
gmm_s4,kmeans_s9,GaussianMixture,KMeans,0.5987643388669621,0.7211034015162247
gmm_s4,gmm_s9,GaussianMixture,GaussianMixture,0.5833449705155866,0.7000418777779537
gmm_s4,spectral_s9,GaussianMixture,Spectral,0.73257990174245,0.7510380951792492
gmm_s4,kmeans_s10,GaussianMixture,KMeans,0.6458799304298893,0.7446980415366721
gmm_s4,gmm_s10,GaussianMixture,GaussianMixture,0.6458799304298893,0.7446980415366721
gmm_s4,spectral_s10,GaussianMixture,Spectral,0.73257990174245,0.7510380951792491
gmm_s4,kmeans_s11,GaussianMixture,KMeans,0.5216531081115493,0.6606646808452635
gmm_s4,gmm_s11,GaussianMixture,GaussianMixture,0.5061610260481971,0.6401979809421469
gmm_s4,spectral_s11,GaussianMixture,Spectral,0.73257990174245,0.7510380951792491
gmm_s4,kmeans_s12,GaussianMixture,KMeans,0.6732336723705011,0.7497282262379671
gmm_s4,gmm_s12,GaussianMixture,GaussianMixture,0.6606594589083913,0.7315186668562832
gmm_s4,spectral_s12,GaussianMixture,Spectral,0.73257990174245,0.7510380951792491
gmm_s4,kmeans_s13,GaussianMixture,KMeans,0.45062447717832516,0.6174540030644614
gmm_s4,gmm_s13,GaussianMixture,GaussianMixture,0.4437109397306322,0.6124444880821689
gmm_s4,spectral_s13,GaussianMixture,Spectral,0.73257990174245,0.7510380951792491
gmm_s4,kmeans_s14,GaussianMixture,KMeans,0.6683273338631517,0.7593604763655019
gmm_s4,gmm_s14,GaussianMixture,GaussianMixture,0.6416885776651937,0.7359106095982666
gmm_s4,spectral_s14,GaussianMixture,Spectral,0.73257990174245,0.7510380951792491
gmm_s4,kmeans_s15,GaussianMixture,KMeans,0.6732336723705011,0.749728226237967
gmm_s4,gmm_s15,GaussianMixture,GaussianMixture,0.6606594589083913,0.7315186668562834
gmm_s4,kmeans_s16,GaussianMixture,KMeans,0.6410841608223333,0.7879416939990623
gmm_s4,gmm_s16,GaussianMixture,GaussianMixture,0.6416139807777912,0.7880873556380517
gmm_s4,kmeans_s17,GaussianMixture,KMeans,0.6837070243631546,0.742276342052173
gmm_s4,gmm_s17,GaussianMixture,GaussianMixture,0.6716167804116965,0.724322554406577
gmm_s4,kmeans_s18,GaussianMixture,KMeans,0.6711327804524733,0.8016671907189624
gmm_s4,gmm_s18,GaussianMixture,GaussianMixture,0.6711327804524733,0.8016671907189624
gmm_s4,kmeans_s19,GaussianMixture,KMeans,0.7602556364965837,0.8116570224776818
gmm_s4,gmm_s19,GaussianMixture,GaussianMixture,0.747691123418103,0.7933084365291746
gmm_s4,kmeans_s20,GaussianMixture,KMeans,0.4661886264953505,0.6079238719630444
gmm_s4,gmm_s20,GaussianMixture,GaussianMixture,0.45348871437407956,0.5878832401776429
gmm_s4,kmeans_s21,GaussianMixture,KMeans,0.70857069491221,0.8095140704642992
gmm_s4,gmm_s21,GaussianMixture,GaussianMixture,0.6668397919090286,0.7664014126195605
gmm_s4,kmeans_s22,GaussianMixture,KMeans,0.5381204573684872,0.6794818208132359
gmm_s4,gmm_s22,GaussianMixture,GaussianMixture,0.5264595116891857,0.6586880878360439
gmm_s4,kmeans_s23,GaussianMixture,KMeans,0.8977629404640998,0.8924435842898475
gmm_s4,gmm_s23,GaussianMixture,GaussianMixture,0.8829496269734354,0.8732335923073471
gmm_s4,kmeans_s24,GaussianMixture,KMeans,0.4582034864002673,0.5939018033863249
gmm_s4,gmm_s24,GaussianMixture,GaussianMixture,0.44335881550371464,0.5848814942399523
gmm_s4,kmeans_s25,GaussianMixture,KMeans,0.7700620322746363,0.8811490886354775
gmm_s4,gmm_s25,GaussianMixture,GaussianMixture,0.7700620322746363,0.8811490886354775
gmm_s4,kmeans_s26,GaussianMixture,KMeans,0.761639285838241,0.8134579791511805
gmm_s4,gmm_s26,GaussianMixture,GaussianMixture,0.761639285838241,0.8134579791511805
gmm_s4,kmeans_s27,GaussianMixture,KMeans,0.8740008404270587,0.8831349065654289
gmm_s4,gmm_s27,GaussianMixture,GaussianMixture,0.859566480324974,0.8640253814607031
gmm_s4,kmeans_s28,GaussianMixture,KMeans,0.6976572092867939,0.7724956723653528
gmm_s4,gmm_s28,GaussianMixture,GaussianMixture,0.6866527412305455,0.7659188182576347
gmm_s4,kmeans_s29,GaussianMixture,KMeans,0.6253963150339571,0.755235549438845
gmm_s4,gmm_s29,GaussianMixture,GaussianMixture,0.609650866762498,0.7341007786150632
gmm_s4,agglomerative_average,GaussianMixture,Agglomerative,0.5542552361087503,0.687258106540148
spectral_s4,kmeans_s5,Spectral,KMeans,0.5388333993348792,0.6791333855922563
spectral_s4,gmm_s5,Spectral,GaussianMixture,0.5258617878945742,0.660510053647881
spectral_s4,spectral_s5,Spectral,Spectral,1.0,1.0
spectral_s4,kmeans_s6,Spectral,KMeans,0.7578329039386579,0.8114763572629325
spectral_s4,gmm_s6,Spectral,GaussianMixture,0.7516083251375776,0.7963532908118353
spectral_s4,spectral_s6,Spectral,Spectral,1.0,1.0
spectral_s4,kmeans_s7,Spectral,KMeans,0.6176376239089495,0.7167266777682174
spectral_s4,gmm_s7,Spectral,GaussianMixture,0.5845454425410623,0.6877836435592974
spectral_s4,spectral_s7,Spectral,Spectral,1.0,1.0
spectral_s4,kmeans_s8,Spectral,KMeans,0.7227083280302681,0.7809914642103912
spectral_s4,gmm_s8,Spectral,GaussianMixture,0.6835626553045318,0.7512846464920434
spectral_s4,spectral_s8,Spectral,Spectral,1.0,1.0
spectral_s4,kmeans_s9,Spectral,KMeans,0.5641128121471003,0.6982687550028794
spectral_s4,gmm_s9,Spectral,GaussianMixture,0.5454827927321779,0.6762099049411494
spectral_s4,spectral_s9,Spectral,Spectral,1.0,1.0
spectral_s4,kmeans_s10,Spectral,KMeans,0.5936622074444006,0.6955483005951112
spectral_s4,gmm_s10,Spectral,GaussianMixture,0.5936622074444006,0.6955483005951112
spectral_s4,spectral_s10,Spectral,Spectral,1.0,1.0
spectral_s4,kmeans_s11,Spectral,KMeans,0.6014798863154293,0.745524006795951
spectral_s4,gmm_s11,Spectral,GaussianMixture,0.582175339525302,0.724255676311856
spectral_s4,spectral_s11,Spectral,Spectral,1.0,1.0
spectral_s4,kmeans_s12,Spectral,KMeans,0.7647609884862608,0.8196140469672745
spectral_s4,gmm_s12,Spectral,GaussianMixture,0.7481864264116511,0.8005157628710351
spectral_s4,spectral_s12,Spectral,Spectral,1.0,1.0
spectral_s4,kmeans_s13,Spectral,KMeans,0.5252553625268441,0.6795937314561866
spectral_s4,gmm_s13,Spectral,GaussianMixture,0.5120197679869625,0.6614862147161322
spectral_s4,spectral_s13,Spectral,Spectral,1.0,1.0
spectral_s4,kmeans_s14,Spectral,KMeans,0.7357683226730813,0.7890468507850288
spectral_s4,gmm_s14,Spectral,GaussianMixture,0.7007409035857458,0.7611704162355986
spectral_s4,spectral_s14,Spectral,Spectral,1.0,1.0
spectral_s4,kmeans_s15,Spectral,KMeans,0.7647609884862608,0.8196140469672745
spectral_s4,gmm_s15,Spectral,GaussianMixture,0.7481864264116511,0.8005157628710351
spectral_s4,kmeans_s16,Spectral,KMeans,0.5168349281963802,0.6686998938531862
spectral_s4,gmm_s16,Spectral,GaussianMixture,0.5174106779775012,0.6688219155824018
spectral_s4,kmeans_s17,Spectral,KMeans,0.751551841814456,0.8025497640656684
spectral_s4,gmm_s17,Spectral,GaussianMixture,0.7354928862567481,0.7836929209861853
spectral_s4,kmeans_s18,Spectral,KMeans,0.5013202150881302,0.6420502254990403
spectral_s4,gmm_s18,Spectral,GaussianMixture,0.5013202150881302,0.6420502254990403
spectral_s4,kmeans_s19,Spectral,KMeans,0.7529242314783376,0.8253851216997364
spectral_s4,gmm_s19,Spectral,GaussianMixture,0.7365173835644486,0.8061099470298356
spectral_s4,kmeans_s20,Spectral,KMeans,0.42449348064109804,0.5674636671699844
spectral_s4,gmm_s20,Spectral,GaussianMixture,0.40835235194553354,0.546421002040061
spectral_s4,kmeans_s21,Spectral,KMeans,0.652001995618393,0.7153350298357352
spectral_s4,gmm_s21,Spectral,GaussianMixture,0.6103764973744101,0.6837210496759729
spectral_s4,kmeans_s22,Spectral,KMeans,0.4970670472456217,0.6193662897101323
spectral_s4,gmm_s22,Spectral,GaussianMixture,0.4822508226141104,0.5975202399006629
spectral_s4,kmeans_s23,Spectral,KMeans,0.8271513426661925,0.8342962006987138
spectral_s4,gmm_s23,Spectral,GaussianMixture,0.8087612814594212,0.8140839341655441
spectral_s4,kmeans_s24,Spectral,KMeans,0.544781788387716,0.7014930519706464
spectral_s4,gmm_s24,Spectral,GaussianMixture,0.5241205163018039,0.678877180596441
spectral_s4,kmeans_s25,Spectral,KMeans,0.5992576376588205,0.7226408897987694
spectral_s4,gmm_s25,Spectral,GaussianMixture,0.5992576376588205,0.7226408897987694
spectral_s4,kmeans_s26,Spectral,KMeans,0.6847331026720256,0.7518165478748711
spectral_s4,gmm_s26,Spectral,GaussianMixture,0.6847331026720256,0.7518165478748711
spectral_s4,kmeans_s27,Spectral,KMeans,0.7605320950901225,0.7770316597788894
spectral_s4,gmm_s27,Spectral,GaussianMixture,0.7425886035719557,0.7568756696411185
spectral_s4,kmeans_s28,Spectral,KMeans,0.6603125135836954,0.7663286874304298
spectral_s4,gmm_s28,Spectral,GaussianMixture,0.6428351883861894,0.7468228487035159
spectral_s4,kmeans_s29,Spectral,KMeans,0.5302080402124605,0.6617092487449024
spectral_s4,gmm_s29,Spectral,GaussianMixture,0.5115349607117204,0.6394504516129581
spectral_s4,agglomerative_average,Spectral,Agglomerative,0.5123858865812013,0.6275170942549998
kmeans_s5,gmm_s5,KMeans,GaussianMixture,0.9877486467245357,0.9807609729468619
kmeans_s5,spectral_s5,KMeans,Spectral,0.5388333993348792,0.6791333855922562
kmeans_s5,kmeans_s6,KMeans,KMeans,0.7164093675143881,0.8452062654977792
kmeans_s5,gmm_s6,KMeans,GaussianMixture,0.7327089696348443,0.8592529471350806
kmeans_s5,spectral_s6,KMeans,Spectral,0.5388333993348792,0.6791333855922562
kmeans_s5,kmeans_s7,KMeans,KMeans,0.5460311593224617,0.6885003934982556
kmeans_s5,gmm_s7,KMeans,GaussianMixture,0.5325604548247675,0.6728595541957075
kmeans_s5,spectral_s7,KMeans,Spectral,0.5388333993348792,0.6791333855922562
kmeans_s5,kmeans_s8,KMeans,KMeans,0.6731041659046633,0.8014479742019907
kmeans_s5,gmm_s8,KMeans,GaussianMixture,0.662471305024045,0.7943879164044286
kmeans_s5,spectral_s8,KMeans,Spectral,0.5388333993348792,0.6791333855922562
kmeans_s5,kmeans_s9,KMeans,KMeans,0.7974733678435769,0.8134397686105926
kmeans_s5,gmm_s9,KMeans,GaussianMixture,0.7783549180163505,0.7909654485103121
kmeans_s5,spectral_s9,KMeans,Spectral,0.5388333993348792,0.6791333855922563
kmeans_s5,kmeans_s10,KMeans,KMeans,0.49075483859871266,0.6568035831414291
kmeans_s5,gmm_s10,KMeans,GaussianMixture,0.49075483859871266,0.6568035831414291
kmeans_s5,spectral_s10,KMeans,Spectral,0.5388333993348792,0.6791333855922562
kmeans_s5,kmeans_s11,KMeans,KMeans,0.891453209850551,0.9174252813516244
kmeans_s5,gmm_s11,KMeans,GaussianMixture,0.8715795488090741,0.8958655321618969
kmeans_s5,spectral_s11,KMeans,Spectral,0.5388333993348792,0.6791333855922562
kmeans_s5,kmeans_s12,KMeans,KMeans,0.625472232662127,0.7682100114920934
kmeans_s5,gmm_s12,KMeans,GaussianMixture,0.6097322755484861,0.748589231167066
kmeans_s5,spectral_s12,KMeans,Spectral,0.5388333993348792,0.6791333855922562
kmeans_s5,kmeans_s13,KMeans,KMeans,0.8071641637951106,0.880500334967089
kmeans_s5,gmm_s13,KMeans,GaussianMixture,0.7946651431203264,0.8618315916401991
kmeans_s5,spectral_s13,KMeans,Spectral,0.5388333993348792,0.6791333855922562
kmeans_s5,kmeans_s14,KMeans,KMeans,0.6139515864016976,0.7383880976840467
kmeans_s5,gmm_s14,KMeans,GaussianMixture,0.6039515341125602,0.7319828656640044
kmeans_s5,spectral_s14,KMeans,Spectral,0.5388333993348792,0.6791333855922562
kmeans_s5,kmeans_s15,KMeans,KMeans,0.625472232662127,0.7682100114920933
kmeans_s5,gmm_s15,KMeans,GaussianMixture,0.6097322755484861,0.748589231167066
