document_id,neighbor_document_id,neighbor_rank,cosine_distance,source_case_pack_id,neighbor_case_pack_id,same_case_pack,source_title,neighbor_title
doc_0035,doc_0036,2,0.0589485764503479,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,False,"DOW-UAP-D56, Range Fouler Debrief, Arabian Sea, August 2020","DOW-UAP-D57, Range Fouler Reporting Form, Gulf of Aden, September 2020"
doc_0035,doc_0062,3,0.0629855394363403,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-D56, Range Fouler Debrief, Arabian Sea, August 2020","DOW-UAP-PR36, Unresolved UAP Report, Middle East, May 2020"
doc_0035,doc_0025,4,0.0671920776367187,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D56, Range Fouler Debrief, Arabian Sea, August 2020","DOW-UAP-D42, Range Fouler Debrief, Japan, 2023"
doc_0035,doc_0037,5,0.0708851814270019,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,True,"DOW-UAP-D56, Range Fouler Debrief, Arabian Sea, August 2020","DOW-UAP-D58, Range Fouler Debrief, NA, October 2020"
doc_0036,doc_0026,1,0.03072190284729,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,True,"DOW-UAP-D57, Range Fouler Reporting Form, Gulf of Aden, September 2020","DOW-UAP-D44, Range Fouler Reporting Form, Gulf of Aden, October 2020"
doc_0036,doc_0035,2,0.0589485764503479,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-D57, Range Fouler Reporting Form, Gulf of Aden, September 2020","DOW-UAP-D56, Range Fouler Debrief, Arabian Sea, August 2020"
doc_0036,doc_0037,3,0.0674875974655151,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-D57, Range Fouler Reporting Form, Gulf of Aden, September 2020","DOW-UAP-D58, Range Fouler Debrief, NA, October 2020"
doc_0036,doc_0062,4,0.0706533193588256,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-D57, Range Fouler Reporting Form, Gulf of Aden, September 2020","DOW-UAP-PR36, Unresolved UAP Report, Middle East, May 2020"
doc_0036,doc_0025,5,0.0846264362335205,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D57, Range Fouler Reporting Form, Gulf of Aden, September 2020","DOW-UAP-D42, Range Fouler Debrief, Japan, 2023"
doc_0037,doc_0062,1,0.0650252103805542,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,False,"DOW-UAP-D58, Range Fouler Debrief, NA, October 2020","DOW-UAP-PR36, Unresolved UAP Report, Middle East, May 2020"
doc_0037,doc_0036,2,0.0674875974655151,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,False,"DOW-UAP-D58, Range Fouler Debrief, NA, October 2020","DOW-UAP-D57, Range Fouler Reporting Form, Gulf of Aden, September 2020"
doc_0037,doc_0026,3,0.0693239569664001,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,False,"DOW-UAP-D58, Range Fouler Debrief, NA, October 2020","DOW-UAP-D44, Range Fouler Reporting Form, Gulf of Aden, October 2020"
doc_0037,doc_0035,4,0.0708851814270019,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,True,"DOW-UAP-D58, Range Fouler Debrief, NA, October 2020","DOW-UAP-D56, Range Fouler Debrief, Arabian Sea, August 2020"
doc_0037,doc_0025,5,0.0828825235366821,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D58, Range Fouler Debrief, NA, October 2020","DOW-UAP-D42, Range Fouler Debrief, Japan, 2023"
doc_0038,doc_0029,1,0.0192259550094604,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-D5, Mission Report, Arabian Gulf, 2020","DOW-UAP-D4, Mission Report, Arabian Gulf, 2020"
doc_0038,doc_0048,2,0.021223247051239,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-D5, Mission Report, Arabian Gulf, 2020","DOW-UAP-D7, Mission Report, Arabian Gulf, 2020"
doc_0038,doc_0045,3,0.0407355427742004,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-D5, Mission Report, Arabian Gulf, 2020","DOW-UAP-D6, Mission Report, Arabian Gulf, 2020"
doc_0038,doc_0033,4,0.0633978247642517,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-D5, Mission Report, Arabian Gulf, 2020","DOW-UAP-D54, Mission Report, Mediterranean Sea, NA"
doc_0038,doc_0049,5,0.0665320754051208,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,False,"DOW-UAP-D5, Mission Report, Arabian Gulf, 2020","DOW-UAP-D8, Mission Report, Djibouti, 2025"
doc_0040,doc_0044,1,0.0293887257575988,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,True,"DOW-UAP-D61, Mission Report, Persian Gulf, August 2020","DOW-UAP-D65, Mission Report, Persian Gulf, July 2020"
doc_0040,doc_0039,2,0.0307081341743469,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,True,"DOW-UAP-D61, Mission Report, Persian Gulf, August 2020","DOW-UAP-D60, Mission Report, Persian Gulf, August 2020"
doc_0040,doc_0041,3,0.038086712360382,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,False,"DOW-UAP-D61, Mission Report, Persian Gulf, August 2020","DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020"
doc_0040,doc_0024,4,0.0469375252723693,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D61, Mission Report, Persian Gulf, August 2020","DOW-UAP-D3, Mission Report, Arabian Gulf, 2020"
doc_0040,doc_0043,5,0.0488799214363098,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-D61, Mission Report, Persian Gulf, August 2020","DOW-UAP-D64, Mission Report, Iran, November 2020"
doc_0041,doc_0039,1,0.0277962684631347,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020","DOW-UAP-D60, Mission Report, Persian Gulf, August 2020"
doc_0041,doc_0042,2,0.0333926677703857,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,True,"DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020","DOW-UAP-D63, Mission Report, Strait of Hormuz, October 2020"
doc_0041,doc_0044,3,0.0366044640541076,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020","DOW-UAP-D65, Mission Report, Persian Gulf, July 2020"
doc_0041,doc_0040,4,0.038086712360382,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020","DOW-UAP-D61, Mission Report, Persian Gulf, August 2020"
doc_0041,doc_0043,5,0.0525454878807067,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020","DOW-UAP-D64, Mission Report, Iran, November 2020"
doc_0039,doc_0041,1,0.0277962684631347,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,False,"DOW-UAP-D60, Mission Report, Persian Gulf, August 2020","DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020"
doc_0039,doc_0044,2,0.0288453102111816,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,True,"DOW-UAP-D60, Mission Report, Persian Gulf, August 2020","DOW-UAP-D65, Mission Report, Persian Gulf, July 2020"
doc_0039,doc_0040,3,0.0307081341743469,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,True,"DOW-UAP-D60, Mission Report, Persian Gulf, August 2020","DOW-UAP-D61, Mission Report, Persian Gulf, August 2020"
doc_0039,doc_0022,4,0.0523260235786438,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,False,"DOW-UAP-D60, Mission Report, Persian Gulf, August 2020","DOW-UAP-D27, Mission Report, United Arab Emirates, October 2023"
doc_0039,doc_0042,5,0.0536136627197265,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,False,"DOW-UAP-D60, Mission Report, Persian Gulf, August 2020","DOW-UAP-D63, Mission Report, Strait of Hormuz, October 2020"
doc_0043,doc_0044,1,0.0391533374786376,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-D64, Mission Report, Iran, November 2020","DOW-UAP-D65, Mission Report, Persian Gulf, July 2020"
doc_0043,doc_0042,2,0.0414168834686279,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,False,"DOW-UAP-D64, Mission Report, Iran, November 2020","DOW-UAP-D63, Mission Report, Strait of Hormuz, October 2020"
doc_0043,doc_0040,3,0.0488799214363098,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-D64, Mission Report, Iran, November 2020","DOW-UAP-D61, Mission Report, Persian Gulf, August 2020"
doc_0043,doc_0041,4,0.0525454878807067,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,False,"DOW-UAP-D64, Mission Report, Iran, November 2020","DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020"
doc_0043,doc_0039,5,0.0553100109100341,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-D64, Mission Report, Iran, November 2020","DOW-UAP-D60, Mission Report, Persian Gulf, August 2020"
doc_0042,doc_0041,1,0.0333926677703857,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,True,"DOW-UAP-D63, Mission Report, Strait of Hormuz, October 2020","DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020"
doc_0042,doc_0044,2,0.0378868579864501,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-D63, Mission Report, Strait of Hormuz, October 2020","DOW-UAP-D65, Mission Report, Persian Gulf, July 2020"
doc_0042,doc_0043,3,0.0414168834686279,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-D63, Mission Report, Strait of Hormuz, October 2020","DOW-UAP-D64, Mission Report, Iran, November 2020"
doc_0042,doc_0040,4,0.0489234328269958,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-D63, Mission Report, Strait of Hormuz, October 2020","DOW-UAP-D61, Mission Report, Persian Gulf, August 2020"
doc_0042,doc_0039,5,0.0536136627197265,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-D63, Mission Report, Strait of Hormuz, October 2020","DOW-UAP-D60, Mission Report, Persian Gulf, August 2020"
doc_0045,doc_0029,1,0.0351994037628173,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-D6, Mission Report, Arabian Gulf, 2020","DOW-UAP-D4, Mission Report, Arabian Gulf, 2020"
doc_0045,doc_0048,2,0.0364950299263,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-D6, Mission Report, Arabian Gulf, 2020","DOW-UAP-D7, Mission Report, Arabian Gulf, 2020"
doc_0045,doc_0038,3,0.0407355427742004,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-D6, Mission Report, Arabian Gulf, 2020","DOW-UAP-D5, Mission Report, Arabian Gulf, 2020"
doc_0045,doc_0024,4,0.0507776737213134,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-D6, Mission Report, Arabian Gulf, 2020","DOW-UAP-D3, Mission Report, Arabian Gulf, 2020"
doc_0045,doc_0049,5,0.0584345459938049,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,False,"DOW-UAP-D6, Mission Report, Arabian Gulf, 2020","DOW-UAP-D8, Mission Report, Djibouti, 2025"
doc_0044,doc_0039,1,0.0288453102111816,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,True,"DOW-UAP-D65, Mission Report, Persian Gulf, July 2020","DOW-UAP-D60, Mission Report, Persian Gulf, August 2020"
doc_0044,doc_0040,2,0.0293887257575988,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,True,"DOW-UAP-D65, Mission Report, Persian Gulf, July 2020","DOW-UAP-D61, Mission Report, Persian Gulf, August 2020"
doc_0044,doc_0041,3,0.0366044640541076,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,False,"DOW-UAP-D65, Mission Report, Persian Gulf, July 2020","DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020"
doc_0044,doc_0042,4,0.0378868579864501,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,False,"DOW-UAP-D65, Mission Report, Persian Gulf, July 2020","DOW-UAP-D63, Mission Report, Strait of Hormuz, October 2020"
doc_0044,doc_0043,5,0.0391533374786376,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-D65, Mission Report, Persian Gulf, July 2020","DOW-UAP-D64, Mission Report, Iran, November 2020"
doc_0046,doc_0057,1,0.0393413305282592,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-D74, Mission Report, Syria, November 2023","DOW-UAP-PR31, Unresolved UAP Report, Syria, October 2024"
doc_0046,doc_0058,2,0.0398875474929809,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-D74, Mission Report, Syria, November 2023","DOW-UAP-PR32, Unresolved UAP Report, Syria, October 2024"
doc_0046,doc_0059,3,0.0400235056877136,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-D74, Mission Report, Syria, November 2023","DOW-UAP-PR33, Unresolved UAP Report, Syria, October 2024"
doc_0046,doc_0019,4,0.041156530380249,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-D74, Mission Report, Syria, November 2023","DOW-UAP-D19, Mission Report, Syria, February 21, 2023"
doc_0046,doc_0053,5,0.048927903175354,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-D74, Mission Report, Syria, November 2023","DOW-UAP-PR22, Unresolved UAP Report, Syria, July 2022"
doc_0047,doc_0022,1,0.0478517413139343,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,False,"DOW-UAP-D75, Mission Report, Gulf of Aden, July 2024","DOW-UAP-D27, Mission Report, United Arab Emirates, October 2023"
doc_0047,doc_0044,2,0.0542500615119934,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-D75, Mission Report, Gulf of Aden, July 2024","DOW-UAP-D65, Mission Report, Persian Gulf, July 2020"
doc_0047,doc_0039,3,0.0586236119270324,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-D75, Mission Report, Gulf of Aden, July 2024","DOW-UAP-D60, Mission Report, Persian Gulf, August 2020"
doc_0047,doc_0041,4,0.0626718997955322,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0016_Department_of_War_operational_reports_Gulf_of_Oman_Strait_of,False,"DOW-UAP-D75, Mission Report, Gulf of Aden, July 2024","DOW-UAP-D62, Mission Report, Strait of Hormuz, September 2020"
doc_0047,doc_0055,5,0.0657350420951843,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0020_Department_of_War_operational_reports_United_Arab_Emirates,False,"DOW-UAP-D75, Mission Report, Gulf of Aden, July 2024","DOW-UAP-PR26, Unresolved UAP Report, United Arab Emirates, October 2023"
doc_0049,doc_0033,1,0.0572112798690795,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-D8, Mission Report, Djibouti, 2025","DOW-UAP-D54, Mission Report, Mediterranean Sea, NA"
doc_0049,doc_0045,2,0.0584345459938049,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D8, Mission Report, Djibouti, 2025","DOW-UAP-D6, Mission Report, Arabian Gulf, 2020"
doc_0049,doc_0038,3,0.0665320754051208,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D8, Mission Report, Djibouti, 2025","DOW-UAP-D5, Mission Report, Arabian Gulf, 2020"
doc_0049,doc_0029,4,0.0705527663230896,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D8, Mission Report, Djibouti, 2025","DOW-UAP-D4, Mission Report, Arabian Gulf, 2020"
doc_0049,doc_0048,5,0.0719934701919555,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-D8, Mission Report, Djibouti, 2025","DOW-UAP-D7, Mission Report, Arabian Gulf, 2020"
doc_0048,doc_0029,1,0.0150801539421081,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-D7, Mission Report, Arabian Gulf, 2020","DOW-UAP-D4, Mission Report, Arabian Gulf, 2020"
doc_0048,doc_0038,2,0.021223247051239,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-D7, Mission Report, Arabian Gulf, 2020","DOW-UAP-D5, Mission Report, Arabian Gulf, 2020"
doc_0048,doc_0045,3,0.0364950299263,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-D7, Mission Report, Arabian Gulf, 2020","DOW-UAP-D6, Mission Report, Arabian Gulf, 2020"
doc_0048,doc_0024,4,0.0612670183181762,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,True,"DOW-UAP-D7, Mission Report, Arabian Gulf, 2020","DOW-UAP-D3, Mission Report, Arabian Gulf, 2020"
doc_0048,doc_0049,5,0.0719934701919555,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,case_pack_0015_Department_of_War_operational_reports_Gulf_of_Aden_Djibouti,False,"DOW-UAP-D7, Mission Report, Arabian Gulf, 2020","DOW-UAP-D8, Mission Report, Djibouti, 2025"
doc_0050,doc_0054,1,0.0428442358970642,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-PR19, Unresolved UAP Report, Middle East, May 2022","DOW-UAP-PR23, Unresolved UAP Report, Iraq, December 2022"
doc_0050,doc_0018,2,0.0463443994522094,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-PR19, Unresolved UAP Report, Middle East, May 2022","DOW-UAP-D12, Mission Report, Iraq, May 2022"
doc_0050,doc_0052,3,0.0562982559204101,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-PR19, Unresolved UAP Report, Middle East, May 2022","DOW-UAP-PR21, Unresolved UAP Report, Iraq, May 2022"
doc_0050,doc_0056,4,0.0569079518318176,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0020_Department_of_War_operational_reports_United_Arab_Emirates,False,"DOW-UAP-PR19, Unresolved UAP Report, Middle East, May 2022","DOW-UAP-PR27, Unresolved UAP Report, United Arab Emirates, October 2023"
doc_0050,doc_0055,5,0.0588487982749938,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0020_Department_of_War_operational_reports_United_Arab_Emirates,False,"DOW-UAP-PR19, Unresolved UAP Report, Middle East, May 2022","DOW-UAP-PR26, Unresolved UAP Report, United Arab Emirates, October 2023"
doc_0051,doc_0053,1,0.0897310972213745,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-PR20, Unresolved UAP Report, Kuwait, May 2022","DOW-UAP-PR22, Unresolved UAP Report, Syria, July 2022"
doc_0051,doc_0052,2,0.0924118161201477,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-PR20, Unresolved UAP Report, Kuwait, May 2022","DOW-UAP-PR21, Unresolved UAP Report, Iraq, May 2022"
doc_0051,doc_0043,3,0.0959651470184326,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0021_Department_of_War_operational_reports_other_unspecified_regi,False,"DOW-UAP-PR20, Unresolved UAP Report, Kuwait, May 2022","DOW-UAP-D64, Mission Report, Iran, November 2020"
doc_0051,doc_0024,4,0.0989624857902526,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0014_Department_of_War_operational_reports_Arabian_Gulf,False,"DOW-UAP-PR20, Unresolved UAP Report, Kuwait, May 2022","DOW-UAP-D3, Mission Report, Arabian Gulf, 2020"
doc_0051,doc_0040,5,0.0992568731307983,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0019_Department_of_War_operational_reports_Persian_Gulf,False,"DOW-UAP-PR20, Unresolved UAP Report, Kuwait, May 2022","DOW-UAP-D61, Mission Report, Persian Gulf, August 2020"
doc_0052,doc_0054,1,0.0367043018341064,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-PR21, Unresolved UAP Report, Iraq, May 2022","DOW-UAP-PR23, Unresolved UAP Report, Iraq, December 2022"
doc_0052,doc_0018,2,0.0377225279808044,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-PR21, Unresolved UAP Report, Iraq, May 2022","DOW-UAP-D12, Mission Report, Iraq, May 2022"
doc_0052,doc_0053,3,0.0469671487808227,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-PR21, Unresolved UAP Report, Iraq, May 2022","DOW-UAP-PR22, Unresolved UAP Report, Syria, July 2022"
doc_0052,doc_0057,4,0.0485248565673828,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-PR21, Unresolved UAP Report, Iraq, May 2022","DOW-UAP-PR31, Unresolved UAP Report, Syria, October 2024"
doc_0052,doc_0058,5,0.0490531325340271,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,case_pack_0018_Department_of_War_operational_reports_Middle_East_Iraq_Syria,True,"DOW-UAP-PR21, Unresolved UAP Report, Iraq, May 2022","DOW-UAP-PR32, Unresolved UAP Report, Syria, October 2024"
