Title,Agency,Release Date,Incident Date,Incident Location,PDF | Image Link,Type,Document Link,Source Filename,File Group,Output Path
FBI Photo B14,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B14.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B14.pdf,FBI_Photo_B14.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B14.pdf
FBI Photo B15,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B15.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B15.pdf,FBI_Photo_B15.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B15.pdf
FBI Photo B16,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B16.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B16.pdf,FBI_Photo_B16.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B16.pdf
FBI Photo B17,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B17.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B17.pdf,FBI_Photo_B17.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B17.pdf
FBI Photo B18,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B18.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B18.pdf,FBI_Photo_B18.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B18.pdf
FBI Photo B19,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B19.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B19.pdf,FBI_Photo_B19.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B19.pdf
FBI Photo B2,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B2.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B2.pdf,FBI_Photo_B2.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B2.pdf
FBI Photo B20,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B20.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B20.pdf,FBI_Photo_B20.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B20.pdf
FBI Photo B21,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B21.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B21.pdf,FBI_Photo_B21.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B21.pdf
FBI Photo B22,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B22.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B22.pdf,FBI_Photo_B22.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B22.pdf
FBI Photo B23,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B23.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B23.pdf,FBI_Photo_B23.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B23.pdf
FBI Photo B24,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B24.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B24.pdf,FBI_Photo_B24.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B24.pdf
FBI Photo B3,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B3.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B3.pdf,FBI_Photo_B3.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B3.pdf
FBI Photo B4,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B4.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B4.pdf,FBI_Photo_B4.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B4.pdf
FBI Photo B5,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B5.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B5.pdf,FBI_Photo_B5.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B5.pdf
FBI Photo B6,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B6.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B6.pdf,FBI_Photo_B6.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B6.pdf
FBI Photo B7,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B7.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B7.pdf,FBI_Photo_B7.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B7.pdf
FBI Photo B8,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B8.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B8.pdf,FBI_Photo_B8.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B8.pdf
FBI Photo B9,FBI,5/8/26,Late 2025,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B9.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_Photo_B9.pdf,FBI_Photo_B9.pdf,PDF,ufo_release/FBI/PDF/FBI_Photo_B9.pdf
"NASA-UAP-D1, Apollo 12 Transcript, 1969",NASA,5/8/26,1969,Moon,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/NASA-UAP-D1__Apollo_12_Transcript__1969.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/NASA-UAP-D1__Apollo_12_Transcript__1969.pdf,NASA-UAP-D1__Apollo_12_Transcript__1969.pdf,PDF,ufo_release/NASA/PDF/NASA-UAP-D1__Apollo_12_Transcript__1969.pdf
"NASA-UAP-D2, Apollo 17 Transcript, 1972",NASA,5/8/26,1972,Moon,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/NASA-UAP-D2__Apollo_17_Transcript__1972.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/NASA-UAP-D2__Apollo_17_Transcript__1972.pdf,NASA-UAP-D2__Apollo_17_Transcript__1972.pdf,PDF,ufo_release/NASA/PDF/NASA-UAP-D2__Apollo_17_Transcript__1972.pdf
"NASA-UAP-D3, Gemini 7 Transcript, 1965",NASA,5/8/26,1965,Moon,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/NASA-UAP-D3__Gemini_7_Transcript__1965.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/NASA-UAP-D3__Gemini_7_Transcript__1965.pdf,NASA-UAP-D3__Gemini_7_Transcript__1965.pdf,PDF,ufo_release/NASA/PDF/NASA-UAP-D3__Gemini_7_Transcript__1965.pdf
"NASA-UAP-D4, Apollo 11 Technical Crew Debriefing, 1969",NASA,5/8/26,,,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/NASA-UAP-D4__Apollo_11_Technical_Crew_Debriefing__1969.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/NASA-UAP-D4__Apollo_11_Technical_Crew_Debriefing__1969.pdf,NASA-UAP-D4__Apollo_11_Technical_Crew_Debriefing__1969.pdf,PDF,ufo_release/NASA/PDF/NASA-UAP-D4__Apollo_11_Technical_Crew_Debriefing__1969.pdf
"NASA-UAP-D5, Apollo 17 Crew Debriefing for Science, 1973",NASA,5/8/26,,,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/NASA-UAP-D5__Apollo_17_Crew_Debriefing_for_Science__1973.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/NASA-UAP-D5__Apollo_17_Crew_Debriefing_for_Science__1973.pdf,NASA-UAP-D5__Apollo_17_Crew_Debriefing_for_Science__1973.pdf,PDF,ufo_release/NASA/PDF/NASA-UAP-D5__Apollo_17_Crew_Debriefing_for_Science__1973.pdf
"NASA-UAP-D6, Apollo 17 Technical Crew Debriefing, 1973",NASA,5/8/26,,,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/NASA-UAP-D6__Apollo_17_Technical_Crew_Debriefing__1973.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/NASA-UAP-D6__Apollo_17_Technical_Crew_Debriefing__1973.pdf,NASA-UAP-D6__Apollo_17_Technical_Crew_Debriefing__1973.pdf,PDF,ufo_release/NASA/PDF/NASA-UAP-D6__Apollo_17_Technical_Crew_Debriefing__1973.pdf
"NASA-UAP-D7, Skylab Techincal Crew Debriefing 1973",NASA,5/8/26,,,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/NASA-UAP-D7__Skylab_Techincal_Crew_Debriefing_1973.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/NASA-UAP-D7__Skylab_Techincal_Crew_Debriefing_1973.pdf,NASA-UAP-D7__Skylab_Techincal_Crew_Debriefing_1973.pdf,PDF,ufo_release/NASA/PDF/NASA-UAP-D7__Skylab_Techincal_Crew_Debriefing_1973.pdf
"NASA-UAP-VM1, Apollo 12, 1969",NASA,5/8/26,1969,Moon,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_images/NASA-UAP-VM1__Apollo_12__1969.jpg,IMG,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_images/NASA-UAP-VM1__Apollo_12__1969.jpg,NASA-UAP-VM1__Apollo_12__1969.jpg,IMG,ufo_release/NASA/IMG/NASA-UAP-VM1__Apollo_12__1969.jpg
"NASA-UAP-VM2, Apollo 12, 1969",NASA,5/8/26,1969,Moon,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_images/NASA-UAP-VM2__Apollo_12__1969.jpg,IMG,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_images/NASA-UAP-VM2__Apollo_12__1969.jpg,NASA-UAP-VM2__Apollo_12__1969.jpg,IMG,ufo_release/NASA/IMG/NASA-UAP-VM2__Apollo_12__1969.jpg
"NASA-UAP-VM3, Apollo 12, 1969",NASA,5/8/26,1969,Moon,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_images/NASA-UAP-VM3__Apollo_12__1969.jpg,IMG,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_images/NASA-UAP-VM3__Apollo_12__1969.jpg,NASA-UAP-VM3__Apollo_12__1969.jpg,IMG,ufo_release/NASA/IMG/NASA-UAP-VM3__Apollo_12__1969.jpg
"NASA-UAP-VM4, Apollo 12, 1969",NASA,5/8/26,1969,Moon,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_images/NASA-UAP-VM4__Apollo_12__1969.jpg,IMG,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_images/NASA-UAP-VM4__Apollo_12__1969.jpg,NASA-UAP-VM4__Apollo_12__1969.jpg,IMG,ufo_release/NASA/IMG/NASA-UAP-VM4__Apollo_12__1969.jpg
"NASA-UAP-VM5, Apollo 12, 1969",NASA,5/8/26,1969,Moon,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_images/NASA-UAP-VM5__Apollo_12__1969.jpg,IMG,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_images/NASA-UAP-VM5__Apollo_12__1969.jpg,NASA-UAP-VM5__Apollo_12__1969.jpg,IMG,ufo_release/NASA/IMG/NASA-UAP-VM5__Apollo_12__1969.jpg
"NASA-UAP-VM6, Apollo 17, 1972",NASA,5/8/26,1972,Moon,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_images/NASA-UAP-VM6__Apollo_17__1972.jpg,IMG,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_images/NASA-UAP-VM6__Apollo_17__1972.jpg,NASA-UAP-VM6__Apollo_17__1972.jpg,IMG,ufo_release/NASA/IMG/NASA-UAP-VM6__Apollo_17__1972.jpg
"State Department UAP Cable 1, Papua New Guinea, January 28, 1985",Department of State,5/8/26,1/24/85,Papua New Guinea,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/State_Department_UAP_Cable_1__Papua_New_Guinea__January_28__1985.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/State_Department_UAP_Cable_1__Papua_New_Guinea__January_28__1985.pdf,State_Department_UAP_Cable_1__Papua_New_Guinea__January_28__1985.pdf,PDF,ufo_release/Department of State/PDF/State_Department_UAP_Cable_1__Papua_New_Guinea__January_28__1985.pdf
"State Department UAP Cable 2, Kazakhstan, January 31, 1994",Department of State,5/8/26,1/27/94,Kazakhstan,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/State_Department_UAP_Cable_2__Kazakhstan__January_31__1994.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/State_Department_UAP_Cable_2__Kazakhstan__January_31__1994.pdf,State_Department_UAP_Cable_2__Kazakhstan__January_31__1994.pdf,PDF,ufo_release/Department of State/PDF/State_Department_UAP_Cable_2__Kazakhstan__January_31__1994.pdf
"State Department UAP Cable 3, Tbilisi, Georgia, October 30, 2001",Department of State,5/8/26,10/28/2001-10/29/2001,Georgia,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/State_Department_UAP_Cable_3__Tbilisi__Georgia__October_30__2001.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/State_Department_UAP_Cable_3__Tbilisi__Georgia__October_30__2001.pdf,State_Department_UAP_Cable_3__Tbilisi__Georgia__October_30__2001.pdf,PDF,ufo_release/Department of State/PDF/State_Department_UAP_Cable_3__Tbilisi__Georgia__October_30__2001.pdf
"State Department UAP Cable 4, Ashgabat, Turkmenistan, November 5, 2004",Department of State,5/8/26,11/5/04,Turkmenistan,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/State_Department_UAP_Cable_4__Ashgabat__Turkmenistan__November_5__2004.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/State_Department_UAP_Cable_4__Ashgabat__Turkmenistan__November_5__2004.pdf,State_Department_UAP_Cable_4__Ashgabat__Turkmenistan__November_5__2004.pdf,PDF,ufo_release/Department of State/PDF/State_Department_UAP_Cable_4__Ashgabat__Turkmenistan__November_5__2004.pdf
"State Department UAP Cable 5, Mexico, September 16, 2003",Department of State,5/8/26,9/12/03,Mexico,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/State_Department_UAP_Cable_5__Mexico__September_16__2003.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/State_Department_UAP_Cable_5__Mexico__September_16__2003.pdf,State_Department_UAP_Cable_5__Mexico__September_16__2003.pdf,PDF,ufo_release/Department of State/PDF/State_Department_UAP_Cable_5__Mexico__September_16__2003.pdf
USPER Statement about UAP Sighting,Department of State,5/8/26,Late 2025,United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/USPER_Statement_about_UAP_Sighting.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/USPER_Statement_about_UAP_Sighting.pdf,USPER_Statement_about_UAP_Sighting.pdf,PDF,ufo_release/Department of State/PDF/USPER_Statement_about_UAP_Sighting.pdf
FBI September 2023 Sighting - Composite Sketch,FBI,5/8/26,9/1/23,United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_September_2023_Sighting_-_Composite_Sketch.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_September_2023_Sighting_-_Composite_Sketch.pdf,FBI_September_2023_Sighting_-_Composite_Sketch.pdf,PDF,ufo_release/FBI/PDF/FBI_September_2023_Sighting_-_Composite_Sketch.pdf
FBI September 2023 Sighting - Serial 3,FBI,5/8/26,9/1/23,United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_September_2023_Sighting_-_Serial_3.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_September_2023_Sighting_-_Serial_3.pdf,FBI_September_2023_Sighting_-_Serial_3.pdf,PDF,ufo_release/FBI/PDF/FBI_September_2023_Sighting_-_Serial_3.pdf
FBI September 2023 Sighting - Serial 4,FBI,5/8/26,9/1/23,United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_September_2023_Sighting_-_Serial_4.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_September_2023_Sighting_-_Serial_4.pdf,FBI_September_2023_Sighting_-_Serial_4.pdf,PDF,ufo_release/FBI/PDF/FBI_September_2023_Sighting_-_Serial_4.pdf
FBI September 2023 Sighting - Serial 5,FBI,5/8/26,9/1/23,United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_September_2023_Sighting_-_Serial_5.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/FBI_September_2023_Sighting_-_Serial_5.pdf,FBI_September_2023_Sighting_-_Serial_5.pdf,PDF,ufo_release/FBI/PDF/FBI_September_2023_Sighting_-_Serial_5.pdf
Western US Event,Department of War,5/8/26,2023,Western United States,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/Western_US_Event.pdf,PDF,file:///home/prime/Documents/g3/ufo/uap_files/AARO_2026_release_01_pdfs/Western_US_Event.pdf,Western_US_Event.pdf,PDF,ufo_release/Department of War/PDF/Western_US_Event.pdf
