embedding_id,document_id,chunk_id,title,agency,file_group,output_path,source_filename,mime_type,metadata_text,chunk_kind,page_start,page_end,video_duration_sec,source_part_count,skip_reason
doc_0027__pdf_pages_0055_0060,doc_0027,pdf_pages_0055_0060,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,55.0,60.0,,6,
doc_0027__pdf_pages_0061_0066,doc_0027,pdf_pages_0061_0066,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,61.0,66.0,,6,
doc_0027__pdf_pages_0067_0072,doc_0027,pdf_pages_0067_0072,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,67.0,72.0,,6,
doc_0027__pdf_pages_0073_0078,doc_0027,pdf_pages_0073_0078,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,73.0,78.0,,6,
doc_0027__pdf_pages_0079_0084,doc_0027,pdf_pages_0079_0084,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,79.0,84.0,,6,
doc_0027__pdf_pages_0085_0090,doc_0027,pdf_pages_0085_0090,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,85.0,90.0,,6,
doc_0027__pdf_pages_0091_0096,doc_0027,pdf_pages_0091_0096,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,91.0,96.0,,6,
doc_0027__pdf_pages_0097_0102,doc_0027,pdf_pages_0097_0102,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,97.0,102.0,,6,
doc_0027__pdf_pages_0103_0108,doc_0027,pdf_pages_0103_0108,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,103.0,108.0,,6,
doc_0027__pdf_pages_0109_0114,doc_0027,pdf_pages_0109_0114,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,109.0,114.0,,6,
doc_0027__pdf_pages_0115_0120,doc_0027,pdf_pages_0115_0120,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,115.0,120.0,,6,
doc_0027__pdf_pages_0121_0126,doc_0027,pdf_pages_0121_0126,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,121.0,126.0,,6,
doc_0027__pdf_pages_0127_0132,doc_0027,pdf_pages_0127_0132,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,127.0,132.0,,6,
doc_0027__pdf_pages_0133_0138,doc_0027,pdf_pages_0133_0138,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,133.0,138.0,,6,
doc_0027__pdf_pages_0139_0144,doc_0027,pdf_pages_0139_0144,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,139.0,144.0,,6,
doc_0027__pdf_pages_0145_0150,doc_0027,pdf_pages_0145_0150,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,145.0,150.0,,6,
doc_0027__pdf_pages_0151_0156,doc_0027,pdf_pages_0151_0156,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,151.0,156.0,,6,
doc_0027__pdf_pages_0157_0162,doc_0027,pdf_pages_0157_0162,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,157.0,162.0,,6,
doc_0027__pdf_pages_0163_0168,doc_0027,pdf_pages_0163_0168,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,163.0,168.0,,6,
doc_0027__pdf_pages_0169_0174,doc_0027,pdf_pages_0169_0174,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,169.0,174.0,,6,
doc_0027__pdf_pages_0175_0180,doc_0027,pdf_pages_0175_0180,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,175.0,180.0,,6,
doc_0027__pdf_pages_0181_0181,doc_0027,pdf_pages_0181_0181,"DOW-UAP-D48, Department of the Air Force Report, 1996",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf,image/jpeg,"Title: DOW-UAP-D48, Department of the Air Force Report, 1996
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 9/10/96
Incident location: missing
Filename: DOW-UAP-D48__Department_of_the_Air_Force_Report__1996.pdf",pdf_page_images,181.0,181.0,,1,
doc_0028__pdf_pages_0001_0006,doc_0028,pdf_pages_0001_0006,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,1.0,6.0,,6,
doc_0028__pdf_pages_0007_0012,doc_0028,pdf_pages_0007_0012,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,7.0,12.0,,6,
doc_0028__pdf_pages_0013_0018,doc_0028,pdf_pages_0013_0018,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,13.0,18.0,,6,
doc_0028__pdf_pages_0019_0024,doc_0028,pdf_pages_0019_0024,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,19.0,24.0,,6,
doc_0028__pdf_pages_0025_0030,doc_0028,pdf_pages_0025_0030,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,25.0,30.0,,6,
doc_0028__pdf_pages_0031_0036,doc_0028,pdf_pages_0031_0036,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,31.0,36.0,,6,
doc_0028__pdf_pages_0037_0042,doc_0028,pdf_pages_0037_0042,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,37.0,42.0,,6,
doc_0028__pdf_pages_0043_0048,doc_0028,pdf_pages_0043_0048,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,43.0,48.0,,6,
doc_0028__pdf_pages_0049_0054,doc_0028,pdf_pages_0049_0054,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,49.0,54.0,,6,
doc_0028__pdf_pages_0055_0060,doc_0028,pdf_pages_0055_0060,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,55.0,60.0,,6,
doc_0028__pdf_pages_0061_0066,doc_0028,pdf_pages_0061_0066,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,61.0,66.0,,6,
doc_0028__pdf_pages_0067_0072,doc_0028,pdf_pages_0067_0072,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,67.0,72.0,,6,
doc_0028__pdf_pages_0073_0078,doc_0028,pdf_pages_0073_0078,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,73.0,78.0,,6,
doc_0028__pdf_pages_0079_0084,doc_0028,pdf_pages_0079_0084,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,79.0,84.0,,6,
doc_0028__pdf_pages_0085_0090,doc_0028,pdf_pages_0085_0090,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,85.0,90.0,,6,
doc_0028__pdf_pages_0091_0096,doc_0028,pdf_pages_0091_0096,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,91.0,96.0,,6,
doc_0028__pdf_pages_0097_0102,doc_0028,pdf_pages_0097_0102,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,97.0,102.0,,6,
doc_0028__pdf_pages_0103_0108,doc_0028,pdf_pages_0103_0108,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,103.0,108.0,,6,
doc_0028__pdf_pages_0109_0113,doc_0028,pdf_pages_0109_0113,"DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf,image/jpeg,"Title: DOW-UAP-D49, Launch Summary, Vandenberg AFB, 2000
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 2/3/00
Incident location: missing
Filename: DOW-UAP-D49__Launch_Summary__Vandenberg_AFB__2000.pdf",pdf_page_images,109.0,113.0,,5,
doc_0029__pdf_pages_0001_0005,doc_0029,pdf_pages_0001_0005,"DOW-UAP-D4, Mission Report, Arabian Gulf, 2020",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D4__Mission_Report__Arabian_Gulf__2020.pdf,DOW-UAP-D4__Mission_Report__Arabian_Gulf__2020.pdf,application/pdf,"Title: DOW-UAP-D4, Mission Report, Arabian Gulf, 2020
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: missing
Incident location: missing
Filename: DOW-UAP-D4__Mission_Report__Arabian_Gulf__2020.pdf",pdf_chunk,1.0,5.0,,1,
doc_0030__pdf_pages_0001_0002,doc_0030,pdf_pages_0001_0002,"DOW-UAP-D50, Email Correspondence, INDOPACOM, April 2025",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D50__Email_Correspondence__INDOPACOM__April_2025.pdf,DOW-UAP-D50__Email_Correspondence__INDOPACOM__April_2025.pdf,application/pdf,"Title: DOW-UAP-D50, Email Correspondence, INDOPACOM, April 2025
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 4/10/2025-4/11/2025
Incident location: missing
Filename: DOW-UAP-D50__Email_Correspondence__INDOPACOM__April_2025.pdf",pdf_chunk,1.0,2.0,,1,
doc_0031__pdf_pages_0001_0006,doc_0031,pdf_pages_0001_0006,"DOW-UAP-D51, Email Correspondence, Pacific Time Zone, March 2023",Department of War,PDF,ufo_release/Department of War/PDF/DOW-UAP-D51__Email_Correspondence__Pacific_Time_Zone__March_2023.pdf,DOW-UAP-D51__Email_Correspondence__Pacific_Time_Zone__March_2023.pdf,application/pdf,"Title: DOW-UAP-D51, Email Correspondence, Pacific Time Zone, March 2023
Agency: Department of War
File group: PDF
Release date: 5/8/26
Incident date: 3/23/26
Incident location: Pacific Time Zone
Filename: DOW-UAP-D51__Email_Correspondence__Pacific_Time_Zone__March_2023.pdf",pdf_chunk,1.0,6.0,,1,
